list-d-none,12,1,1,36,334560,9293
list-dl-none,12,1,1,36,361556,10043
list-i-m,12,1,1,36,360702,10019
list-d-m,12,1,1,36,373900,10386
list-il-m,12,1,1,36,382207,10616
list-dl-m,12,1,1,36,365319,10147
list-i-s,12,1,1,36,396878,11024
list-d-s,12,1,1,36,421177,11699
list-il-s,12,1,1,36,370299,10286
list-dl-s,12,1,1,36,368797,10244
list-d-none,12,2,1,72,376992,5236
list-il-none,12,2,1,72,365606,5077
list-dl-none,12,2,1,72,383700,5329
list-i-m,12,2,1,72,363562,5049
list-d-m,12,2,1,72,370704,5148
list-il-m,12,2,1,72,373245,5183
list-dl-m,12,2,1,72,363794,5052
list-i-s,12,2,1,72,387985,5388
list-d-s,12,2,1,72,372143,5168
list-il-s,12,2,1,72,348610,4841
list-dl-s,12,2,1,72,423478,5881
list-i-none,12,4,1,144,335947,2332
list-d-none,12,4,1,144,371262,2578
list-il-none,12,4,1,144,372764,2588
list-i-m,12,4,1,144,368540,2559
list-d-m,12,4,1,144,361318,2509
list-il-m,12,4,1,144,537450,3732
list-dl-m,12,4,1,144,477559,3316
list-i-s,12,4,1,144,330874,2297
list-d-s,12,4,1,144,341294,2370
list-il-s,12,4,1,144,352621,2448
list-dl-s,12,4,1,144,393967,2735
list-i-none,12,8,1,288,389224,1351
list-i-m,12,8,1,288,478613,1661
list-d-m,12,8,1,288,461096,1601
list-il-m,12,8,1,288,1331355,4622
list-dl-m,12,8,1,288,1310522,4550
list-i-s,12,8,1,288,386410,1341
list-d-s,12,8,1,288,387772,1346
list-il-s,12,8,1,288,1267280,4400
list-dl-s,12,8,1,288,1075429,3734
list-i-m,12,16,1,576,989073,1717
list-d-m,12,16,1,576,882467,1532
list-il-m,12,16,1,576,4860873,8439
list-dl-m,12,16,1,576,3770321,6545
list-i-s,12,16,1,576,690057,1198
list-d-s,12,16,1,576,526058,913
list-il-s,12,16,1,576,4162212,7226
list-dl-s,12,16,1,576,3415719,5930
list-i-m,12,32,1,1152,2289815,1987
list-d-m,12,32,1,1152,2207793,1916
list-il-m,12,32,1,1152,22345103,19396
list-dl-m,12,32,1,1152,17331761,15044
list-i-s,12,32,1,1152,1773533,1539
list-d-s,12,32,1,1152,1551387,1346
list-il-s,12,32,1,1152,19142740,16616
list-dl-s,12,32,1,1152,15563480,13509
list-none-none,1,1000,1,3000,3573522,1191
list-none-m,1,1000,1,3000,3601023,1200
list-none-s,1,1000,1,3000,3563979,1187
list-none-m,2,1000,1,6000,21987979,3664
list-none-s,2,1000,1,6000,13147168,2191
list-none-m,4,1000,1,12000,87587692,7298
list-none-s,4,1000,1,12000,82751712,6895
list-none-m,8,1000,1,24000,391801638,16325
list-none-s,8,1000,1,24000,295409783,12308
list-none-m,12,1000,1,36000,1049182509,29143
list-none-s,12,1000,1,36000,908319788,25231
list-none-m,16,1000,1,48000,2018138861,42044
list-none-s,16,1000,1,48000,1578962993,32895
list-none-m,24,1000,1,72000,3970591452,55147
list-none-s,24,1000,1,72000,4065273338,56462
